UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_normalized,Process temperature [K]_normalized,Rotational speed [rpm]_normalized,Torque [Nm]_normalized,Tool wear [min]_normalized,temp_difference,power_estimate,thermal_stress,Type_H,Type_L,Type_M
6981,L54160,300.8,311.3,1505,45.5,141,0,0,0,0,0,0,0.39748358889313457,0.87242039934068,-0.18839429023481277,0.5530270490320536,0.5191963406352309,10.5,7.171169755995392,1.034906914893617,False,True,False
6982,H36395,300.8,311.2,1612,32.5,143,0,0,0,0,0,0,0.39748358889313457,0.8050228838636496,0.40842384611381666,-0.7510241522755052,0.5506161318927716,10.399999999999977,5.486438370510001,1.0345744680851063,True,False,False
6983,L54162,300.7,311.1,1440,43.0,148,0,0,0,0,0,0,0.3474900551296647,0.7376253683866576,-0.550947363717625,0.302247971857523,0.6291656100366232,10.400000000000034,6.48444863336475,1.0345859660791488,False,True,False
6984,M21843,300.7,311.0,1334,53.9,150,0,0,0,0,0,0,0.3474900551296647,0.6702278529096272,-1.1421877604742112,1.395644748338476,0.6605854012941639,10.300000000000011,7.529856529479526,1.034253408713003,False,False,True
6985,M21844,300.7,311.0,1706,25.0,153,0,0,0,0,0,0,0.3474900551296647,0.6702278529096272,0.9327313677658836,-1.503361383799097,0.7077150881804749,10.300000000000011,4.466436276049848,1.034253408713003,False,False,True
6986,H36399,300.8,311.1,1698,24.8,156,0,0,0,0,0,0,0.39748358889313457,0.7376253683866576,0.8881094510295374,-1.5234237099730592,0.7548447750667859,10.300000000000011,4.409927741124725,1.0342420212765957,True,False,False
6987,L54166,300.7,311.1,1688,30.7,161,0,0,0,0,0,0,0.3474900551296647,0.7376253683866576,0.8323320551091048,-0.9315850878411673,0.8333942532106375,10.400000000000034,5.426913812964708,1.0345859660791488,False,True,False
6988,L54167,300.7,311.1,2437,13.8,163,0,0,0,0,0,0,0.3474900551296647,0.7376253683866576,5.0100590095495106,-2.6268516495409937,0.8648140444681782,10.400000000000034,3.521897580898523,1.0345859660791488,False,True,False
6989,L54168,300.7,311.1,1478,46.8,165,0,0,0,0,0,0,0.3474900551296647,0.7376253683866576,-0.3389932592199809,0.6834321691628091,0.8962338357257189,10.400000000000034,7.2437323279924595,1.0345859660791488,False,True,False
6990,M21849,300.7,311.1,1608,35.3,167,0,0,0,0,0,0,0.3474900551296647,0.7376253683866576,0.38611288774564356,-0.4701515858400313,0.9276536269832596,10.400000000000034,5.944329249136034,1.0345859660791488,False,False,True
6991,L54170,300.7,311.1,2478,13.4,170,1,0,0,1,0,0,0.3474900551296647,0.7376253683866576,5.238746332823284,-2.6669763018889188,0.9747833138695705,10.400000000000034,3.4773484134464345,1.0345859660791488,False,True,False
6992,L54171,300.8,311.1,1509,33.4,172,0,0,0,0,0,0,0.39748358889313457,0.7376253683866576,-0.1660833318666397,-0.6607436844926744,1.0062031051271112,10.300000000000011,5.278102419101477,1.0342420212765957,False,True,False
6993,L54172,300.7,311.0,1596,36.9,174,0,0,0,0,0,0,0.3474900551296647,0.6702278529096272,0.3191800126411244,-0.3096529764483316,1.0376228963846519,10.300000000000011,6.167389255419415,1.034253408713003,False,True,False
6994,M21853,300.7,311.0,1740,25.6,176,0,0,0,0,0,0,0.3474900551296647,0.6702278529096272,1.1223745138953547,-1.4431744052772093,1.0690426876421926,10.300000000000011,4.664781652529061,1.034253408713003,False,False,True
6995,L54174,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,0.2974965213662232,0.5354328219556046,-0.9135004372004373,1.3254266067296079,1.1161723745285035,10.199999999999989,7.660488009215625,1.033932135728543,False,True,False
6996,M21855,300.6,310.7,1705,31.2,181,0,0,0,0,0,0,0.2974965213662232,0.46803530647857416,0.9271536281738403,-0.8814292724062612,1.1475921657860442,10.099999999999966,5.570845114671694,1.0335994677312041,False,False,True
6997,M21856,300.5,310.6,1621,32.0,184,0,0,0,0,0,0,0.2475029876027533,0.4006377910015821,0.458623502442206,-0.8011799677104113,1.1947218526723553,10.100000000000023,5.432191852550005,1.0336106489184693,False,False,True
6998,M21857,300.6,310.7,1566,38.2,187,0,0,0,0,0,0,0.2974965213662232,0.46803530647857416,0.15184782487982643,-0.1792478563175753,1.2418515395586662,10.099999999999966,6.264655984919887,1.0335994677312041,False,False,True
6999,M21858,300.6,310.7,1388,42.9,190,0,0,0,0,0,0,0.2974965213662232,0.46803530647857416,-0.8409898225038749,0.2922168087705417,1.2889812264449771,10.099999999999966,6.235752434809927,1.0335994677312041,False,False,True
7000,M21859,300.6,310.7,1457,36.7,193,0,0,0,0,0,0,0.2974965213662232,0.46803530647857416,-0.4561257906528895,-0.32971530262229365,1.3361109133312883,10.099999999999966,5.599738192480888,1.0335994677312041,False,False,True
7001,M21860,300.6,310.6,1463,45.5,196,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.4226593531006299,0.5530270490320536,1.3832406002175992,10.0,6.971044088386218,1.0332667997338656,False,False,True
7002,L54181,300.5,310.5,1564,38.2,199,0,0,0,0,0,0,0.2475029876027533,0.33324027552455165,0.14069234569573988,-0.1792478563175753,1.4303702871039103,10.0,6.2566551471358265,1.0332778702163061,False,True,False
7003,H36416,300.5,310.6,1411,47.2,201,0,0,0,0,0,0,0.2475029876027533,0.4006377910015821,-0.7127018118868798,0.7235568215107346,1.4617900783614508,10.100000000000023,6.974468530736202,1.0336106489184693,True,False,False
7004,L54183,300.5,310.6,1540,46.7,206,0,0,0,0,0,0,0.2475029876027533,0.4006377910015821,0.006826595486701517,0.6734010060758285,1.5403395565053026,10.100000000000023,7.5314692637972565,1.0336106489184693,False,True,False
7005,L54184,300.5,310.6,1950,20.3,208,0,0,0,0,0,0,0.2475029876027533,0.4006377910015821,2.2936998282244403,-1.9748260488872142,1.5717593477628433,10.100000000000023,4.145460257618598,1.0336106489184693,False,True,False
7006,M21865,300.6,310.7,1339,52.9,0,0,0,0,0,0,0,0.2974965213662232,0.46803530647857416,-1.1142990625139948,1.2953331174686638,-1.6958989430213862,10.099999999999966,7.417855272803434,1.0335994677312041,False,False,True
7007,H36420,300.6,310.6,1419,39.6,3,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.6680798951505336,-0.03881157309983836,-1.6487692561350753,10.0,5.884637134778511,1.0332667997338656,True,False,False
7008,L54187,300.5,310.6,1499,45.2,8,0,0,0,0,0,0,0.2475029876027533,0.4006377910015821,-0.22186072778707236,0.5229335597711102,-1.5702197779912235,10.100000000000023,7.095486438370511,1.0336106489184693,False,True,False
7009,L54188,300.5,310.6,1368,49.6,10,0,0,0,0,0,0,0.2475029876027533,0.4006377910015821,-0.9525446143447401,0.9643047355982838,-1.5387999867336828,10.100000000000023,7.105749293119699,1.0336106489184693,False,True,False
7010,L54189,300.5,310.5,1536,36.2,12,0,0,0,0,0,0,0.2475029876027533,0.33324027552455165,-0.015484362881471545,-0.37987111805719975,-1.507380195476142,10.0,5.822934338674207,1.0332778702163061,False,True,False
7011,M21870,300.5,310.5,1469,42.9,14,0,0,0,0,0,0,0.2475029876027533,0.33324027552455165,-0.3891929155483703,0.2922168087705417,-1.4759604042186016,10.0,6.599654414074772,1.0332778702163061,False,False,True
7012,L54191,300.5,310.5,2633,12.2,17,1,0,0,1,0,0,0.2475029876027533,0.33324027552455165,6.103295969589991,-2.787350258932693,-1.4288307173322905,10.0,3.363975285370196,1.0332778702163061,False,True,False
7013,L54192,300.4,310.4,1298,61.4,19,0,0,0,0,0,0,0.1975094538392834,0.2658427600475212,-1.3429863857877686,2.1479819798620676,-1.3974109260747498,10.0,8.346130484867524,1.033288948069241,False,True,False
7014,M21873,300.4,310.4,1544,36.3,21,0,0,0,0,0,0,0.1975094538392834,0.2658427600475212,0.029137553854874577,-0.3698399549702191,-1.3659911348172091,10.0,5.869431354068489,1.033288948069241,False,False,True
7015,H36428,300.5,310.5,1403,47.7,24,0,0,0,0,0,0,0.2475029876027533,0.33324027552455165,-0.7573237286232258,0.7737126369456407,-1.3188614479308982,10.0,7.008388312912348,1.0332778702163061,True,False,False
7016,L54195,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,0.2475029876027533,0.33324027552455165,-0.48401448861310586,0.2922168087705417,-1.2403119697870466,10.0,6.523279924599434,1.0332778702163061,False,True,False
7017,L54196,300.6,310.5,1509,43.1,31,0,0,0,0,0,0,0.2974965213662232,0.33324027552455165,-0.1660833318666397,0.3122791349445044,-1.208892178529506,9.899999999999977,6.810964498900408,1.0329341317365268,False,True,False
7018,M21877,300.7,310.6,1474,37.0,33,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,-0.361304217588154,-0.29962181336135024,-1.1774723872719652,9.900000000000034,5.711383390930988,1.0329231792484204,False,False,True
7019,M21878,300.7,310.7,1377,46.7,36,0,0,0,0,0,0,0.3474900551296647,0.46803530647857416,-0.9023449580163507,0.6734010060758285,-1.130342700385654,10.0,6.73430725730443,1.033255736614566,False,False,True
7020,L54199,300.8,310.8,1741,27.1,39,0,0,0,0,0,0,0.39748358889313457,0.5354328219556046,1.1279522534873978,-1.292706958972491,-1.0832130134993432,10.0,4.940946695989109,1.0332446808510638,False,True,False
7021,L54200,300.8,310.8,1460,53.8,41,0,0,0,0,0,0,0.39748358889313457,0.5354328219556046,-0.43939257187675973,1.3856135852514946,-1.0517932222418025,10.0,8.225782804482145,1.0332446808510638,False,True,False
7022,H36435,300.7,310.6,1631,32.6,43,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,0.5144008983626387,-0.7409929891885239,-1.0203734309842618,9.900000000000034,5.568185150277516,1.0329231792484204,True,False,False
7023,L54202,300.7,310.5,1561,33.2,48,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,0.12395912691961009,-0.6808060106666364,-0.9418239528404102,9.800000000000011,5.42729081579223,1.0325906218822747,False,True,False
7024,M21883,300.7,310.6,1572,38.5,50,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,0.185314262432086,-0.14915436705663193,-0.9104041615828695,9.900000000000034,6.338045868677348,1.0329231792484204,False,False,True
7025,L54204,300.6,310.6,2127,18.7,53,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,3.2809597360160985,-2.135324658278914,-0.8632744746965585,10.0,4.165347156770342,1.0332667997338656,False,True,False
7026,H36439,300.6,310.6,1448,44.7,55,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.5063254469812789,0.47277774433620406,-0.8318546834390178,10.0,6.7782595036129445,1.0332667997338656,True,False,False
7027,L54206,300.6,310.7,1543,39.6,60,0,0,0,0,0,0,0.2974965213662232,0.46803530647857416,0.023559814262831314,-0.03881157309983836,-0.7533052052951662,10.099999999999966,6.398868991517436,1.0335994677312041,False,True,False
7028,L54207,300.6,310.6,1508,34.8,62,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.17166107145868298,-0.5203074012749375,-0.7218854140376255,10.0,5.495695884385799,1.0332667997338656,False,True,False
7029,M21888,300.6,310.6,1403,50.4,64,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.7573237286232258,1.0445540402941333,-0.6904656227800848,10.0,7.405089538171536,1.0332667997338656,False,False,True
7030,L54209,300.6,310.6,1454,39.7,67,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.4728590094290193,-0.028780410012857,-0.6433359358937738,10.0,6.045009948685727,1.0332667997338656,False,True,False
7031,L54210,300.7,310.8,1772,27.3,69,0,0,0,0,0,0,0.3474900551296647,0.5354328219556046,1.300862180840739,-1.2726446327985286,-0.6119161446362332,10.100000000000023,5.066038328620798,1.0335882939807117,False,True,False
7032,L54211,300.7,310.8,1479,49.1,71,0,0,0,0,0,0,0.3474900551296647,0.5354328219556046,-0.3334155196279377,0.9141489201633777,-0.5804963533786925,10.100000000000023,7.604869619855483,1.0335882939807117,False,True,False
7033,L54212,300.7,310.9,1723,31.0,73,0,0,0,0,0,0,0.3474900551296647,0.6028303374325967,1.027552940830619,-0.9014915985802235,-0.5490765621211519,10.199999999999989,5.5935700073306105,1.0339208513468574,False,True,False
7034,M21893,300.7,310.8,1469,46.4,75,0,0,0,0,0,0,0.3474900551296647,0.5354328219556046,-0.3891929155483703,0.6433075168148844,-0.5176567708636112,10.100000000000023,7.138087757880405,1.0335882939807117,False,False,True
7035,H36448,300.6,310.6,1830,26.2,78,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,1.6243710771792486,-1.3829874267553222,-0.47052708397730014,10.0,5.021049324536601,1.0332667997338656,True,False,False
7036,L54215,300.6,310.6,1497,38.2,83,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.2330162069711589,-0.1792478563175753,-0.3919776058334485,10.0,5.988627081369777,1.0332667997338656,False,True,False
7037,L54216,300.7,310.6,1540,52.7,85,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,0.006826595486701517,1.2752707912947019,-0.36055781457590785,9.900000000000034,8.49910985443502,1.0329231792484204,False,True,False
7038,L54217,300.6,310.6,1514,39.5,87,0,0,0,0,0,0,0.2974965213662232,0.4006377910015821,-0.1381946339064234,-0.048842736186819724,-0.32913802331836717,10.0,6.262750026180752,1.0332667997338656,False,True,False
7039,L54218,300.7,310.6,1654,34.2,89,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,0.6426889089796338,-0.5804943797968242,-0.2977182320608265,9.900000000000034,5.923845428840717,1.0329231792484204,False,True,False
7040,H36453,300.6,310.5,1519,37.0,91,0,0,0,0,0,0,0.2974965213662232,0.33324027552455165,-0.11030593594620705,-0.29962181336135024,-0.26629844080328585,9.899999999999977,5.885747198659545,1.0329341317365268,True,False,False
7041,L54220,300.7,310.6,1720,30.3,96,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,1.0108197220544892,-0.9717097401890921,-0.18774896265943417,9.900000000000034,5.4577442664153315,1.0329231792484204,False,True,False
7042,L54221,300.6,310.5,1470,37.7,98,0,0,0,0,0,0,0.2974965213662232,0.33324027552455165,-0.38361517595632705,-0.22940367175248141,-0.15632917140189348,9.899999999999977,5.8036443606660395,1.0329341317365268,False,True,False
7043,L54222,300.6,310.5,1642,29.9,100,0,0,0,0,0,0,0.2974965213662232,0.33324027552455165,0.5757560338751146,-1.0118343925370172,-0.12490938014435282,9.899999999999977,5.1414598387265675,1.0329341317365268,False,True,False
7044,M21903,300.7,310.6,2006,19.1,102,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,2.606053245378863,-2.0952000059309888,-0.09348958888681215,9.900000000000034,4.0124201487066715,1.0329231792484204,False,False,True
7045,M21904,300.7,310.6,1505,35.6,105,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,-0.18839429023481277,-0.44005809657908723,-0.04635990200050115,9.900000000000034,5.6108493035919995,1.0329231792484204,False,False,True
7046,M21905,300.7,310.6,1609,27.6,108,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,0.39169062733768684,-1.242551143537585,0.00076978488580985,9.900000000000034,4.650581212692429,1.0329231792484204,False,False,True
7047,M21906,300.7,310.5,1863,22.2,111,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,1.8084364837166762,-1.7842339502345712,0.04789947177212085,9.800000000000011,4.33119698397738,1.0325906218822747,False,False,True
7048,L54227,300.6,310.4,1401,42.6,114,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,-0.7684792078073124,0.2621233195095983,0.09502915865843185,9.799999999999955,6.25014137606032,1.032601463739188,False,True,False
7049,L54228,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,2.6116309849709065,-2.0249818643221205,0.12644894991597252,9.799999999999955,4.1615457115928365,1.032601463739188,False,True,False
7050,L54229,300.6,310.4,1494,47.3,118,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,-0.2497494257472887,0.7335879845977152,0.15786874117351318,9.799999999999955,7.400377002827521,1.032601463739188,False,True,False
7051,L54230,300.6,310.4,1457,47.7,120,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,-0.4561257906528895,0.7737126369456407,0.18928853243105387,9.799999999999955,7.278133836003771,1.032601463739188,False,True,False
7052,L54231,300.6,310.4,1556,37.7,122,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,0.09607042895939376,-0.22940367175248141,0.22070832368859453,9.799999999999955,6.143177296051943,1.032601463739188,False,True,False
7053,H36466,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,-0.16050559227459646,0.2821856456835603,0.2521281149461352,9.799999999999955,6.768038538066812,1.032601463739188,True,False,False
7054,H36467,300.7,310.5,1567,38.7,129,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,0.15742556447186967,-0.1290920408826692,0.33067759308998684,9.800000000000011,6.350706880301602,1.0325906218822747,True,False,False
7055,H36468,300.7,310.5,1476,43.1,134,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,-0.35014873840406746,0.3122791349445044,0.40922707123383856,9.800000000000011,6.662016965127238,1.0325906218822747,True,False,False
7056,L54235,300.8,310.6,1663,30.6,139,0,0,0,0,0,0,0.39748358889313457,0.4006377910015821,0.6928885653080231,-0.9416162509281483,0.4877765493776902,9.800000000000011,5.329123468426014,1.0325797872340425,False,True,False
7057,M21916,300.8,310.5,1409,50.6,141,0,0,0,0,0,0,0.39748358889313457,0.33324027552455165,-0.7238572910709663,1.064616366468096,0.5191963406352309,9.699999999999989,7.466268719237617,1.032247340425532,False,False,True
7058,L54237,300.8,310.6,1666,36.2,144,0,0,0,0,0,0,0.39748358889313457,0.4006377910015821,0.709621784084153,-0.37987111805719975,0.5663260275215418,9.800000000000011,6.31576081265054,1.0325797872340425,False,True,False
7059,L54238,300.7,310.6,1520,45.9,146,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,-0.10472819635416379,0.5931517013799783,0.5977458187790825,9.900000000000034,7.30631479736098,1.0329231792484204,False,True,False
7060,L54239,300.6,310.5,1644,33.8,148,0,0,0,0,0,0,0.2974965213662232,0.33324027552455165,0.5869115130592011,-0.6206190321447497,0.6291656100366232,9.899999999999977,5.819164310398994,1.0329341317365268,False,True,False
7061,H36474,300.6,310.4,1479,35.6,150,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,-0.3334155196279377,-0.44005809657908723,0.6605854012941639,9.799999999999955,5.513917687715991,1.032601463739188,True,False,False
7062,L54241,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,-0.5174809261653655,0.9743358986852652,0.7391348794380156,9.799999999999955,7.5260446120012565,1.032601463739188,False,True,False
7063,M21922,300.6,310.4,1407,51.1,157,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,-0.7350127702550527,1.114772181903002,0.7705546706955562,9.799999999999955,7.529343386742067,1.032601463739188,False,False,True
7064,L54243,300.7,310.4,1234,51.7,160,0,0,0,0,0,0,0.3474900551296647,0.2658427600475212,-1.6999617196785377,1.1749591604248897,0.8176843575818672,9.699999999999989,6.681097497120118,1.032258064516129,False,True,False
7065,M21924,300.8,310.5,1696,29.7,162,0,0,0,0,0,0,0.39748358889313457,0.33324027552455165,0.8769539718454509,-1.0318967187109795,0.8491041488394079,9.699999999999989,5.2750235626767195,1.032247340425532,False,False,True
7066,L54245,300.8,310.6,1384,52.9,165,0,0,0,0,0,0,0.39748358889313457,0.4006377910015821,-0.8633007808720479,1.2953331174686638,0.8962338357257189,9.800000000000011,7.667148392501832,1.0325797872340425,False,True,False
7067,M21926,300.8,310.7,1572,36.2,167,0,0,0,0,0,0,0.39748358889313457,0.46803530647857416,0.185314262432086,-0.37987111805719975,0.9276536269832596,9.899999999999977,5.959409362236884,1.0329122340425532,False,False,True
7068,M21927,300.8,310.7,1386,42.1,170,0,0,0,0,0,0,0.39748358889313457,0.46803530647857416,-0.8521453016879613,0.21196750407469217,0.9747833138695705,9.899999999999977,6.110650329877474,1.0329122340425532,False,False,True
7069,L54248,300.8,310.7,1461,42.8,173,0,0,0,0,0,0,0.39748358889313457,0.46803530647857416,-0.43381483228471646,0.2821856456835603,1.0219130007558817,9.899999999999977,6.548413446434181,1.0329122340425532,False,True,False
7070,L54249,300.8,310.7,1525,39.4,175,0,0,0,0,0,0,0.39748358889313457,0.46803530647857416,-0.07683949839394746,-0.05887389927380109,1.0533327920134221,9.899999999999977,6.29228191433658,1.0329122340425532,False,True,False
7071,L54250,300.7,310.7,1333,61.0,177,0,0,0,0,0,0,0.3474900551296647,0.46803530647857416,-1.1477655000662543,2.107857327514143,1.0847525832709628,10.0,8.51534192061996,1.033255736614566,False,True,False
7072,H36485,300.7,310.6,1505,40.6,179,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,-0.18839429023481277,0.06150005776997385,1.1161723745285035,9.900000000000034,6.398889936118965,1.0329231792484204,True,False,False
7073,M21932,300.7,310.6,1439,41.7,184,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,-0.5565251033096683,0.17184285172676744,1.1947218526723553,9.900000000000034,6.284040213634936,1.0329231792484204,False,False,True
7074,L54253,300.7,310.6,1491,43.2,187,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,-0.26648264452341847,0.32231029803148575,1.2418515395586662,9.900000000000034,6.745334590009426,1.0329231792484204,False,True,False
7075,M21934,300.7,310.6,1488,39.2,189,0,0,0,0,0,0,0.3474900551296647,0.4006377910015821,-0.2832158632995483,-0.0789362254477631,1.273271330816207,9.900000000000034,6.108451146716934,1.0329231792484204,False,False,True
7076,L54255,300.7,310.5,1536,47.4,192,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,-0.015484362881471545,0.7436191476846966,1.3204010177025178,9.800000000000011,7.6245051837888775,1.0325906218822747,False,True,False
7077,L54256,300.7,310.5,1960,21.0,194,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,2.349477224144873,-1.9046079072783457,1.3518208089600585,9.800000000000011,4.310398994659127,1.0325906218822747,False,True,False
7078,M21937,300.7,310.5,1594,31.0,196,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,0.30802453345703784,-0.9014915985802235,1.3832406002175992,9.800000000000011,5.174782699759137,1.0325906218822747,False,False,True
7079,L54258,300.7,310.5,1357,52.6,199,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,-1.013899749857216,1.2652396282077205,1.4303702871039103,9.800000000000011,7.474939784270604,1.0325906218822747,False,True,False
7080,L54259,300.7,310.5,1445,41.1,201,0,0,0,0,0,0,0.3474900551296647,0.33324027552455165,-0.5230586657574087,0.11165587320487996,1.4617900783614508,9.800000000000011,6.219447062519635,1.0325906218822747,False,True,False
7081,L54260,300.7,310.4,1543,47.3,203,0,0,0,0,0,0,0.3474900551296647,0.2658427600475212,0.023559814262831314,0.7335879845977152,1.4932098696189915,9.699999999999989,7.643093517645826,1.032258064516129,False,True,False
7082,L54261,300.7,310.4,1366,52.6,205,0,0,0,0,0,0,0.3474900551296647,0.2658427600475212,-0.9637000935288267,1.2652396282077205,1.5246296608765322,9.699999999999989,7.524515656089643,1.032258064516129,False,True,False
7083,L54262,300.7,310.3,1458,40.0,207,0,0,0,0,0,0,0.3474900551296647,0.19844524457052912,-0.4505480510608463,0.001313079248086381,1.5560494521340729,9.600000000000023,6.107445805843544,1.0319255071499835,False,True,False
7084,L54263,300.7,310.4,1416,61.8,209,1,0,0,1,1,0,0.3474900551296647,0.2658427600475212,-0.6848131139266634,2.1881066322099922,1.5874692433916135,9.699999999999989,9.164184731385486,1.032258064516129,False,True,False
7085,L54264,300.6,310.3,1794,24.4,211,0,0,0,0,0,0,0.2974965213662232,0.19844524457052912,1.423572451865691,-1.5635483623209843,1.6188890346491542,9.699999999999989,4.584103047439522,1.0322687957418495,False,True,False
7086,L54265,300.6,310.3,1484,41.0,213,0,0,0,0,0,0,0.2974965213662232,0.19844524457052912,-0.3055268216677213,0.1016247101178986,1.650308825906695,9.699999999999989,6.371766677138967,1.0322687957418495,False,True,False
7087,L54266,300.6,310.4,2514,13.4,215,0,0,0,0,0,0,0.2974965213662232,0.2658427600475212,5.4395449581368425,-2.6669763018889188,1.6817286171642356,9.799999999999955,3.5278667923342755,1.032601463739188,False,True,False
7088,L54267,300.6,310.3,1648,30.5,217,1,1,0,0,0,0,0.2974965213662232,0.19844524457052912,0.6092224714273742,-0.9516474140151296,1.7131484084217763,9.699999999999989,5.2637972562572,1.0322687957418495,False,True,False
7089,M21948,300.6,310.3,1614,32.7,0,0,0,0,0,0,0,0.2974965213662232,0.19844524457052912,0.41957932529790315,-0.7309618261015425,-1.6958989430213862,9.699999999999989,5.527049952874647,1.0322687957418495,False,False,True
7090,L54269,300.6,310.2,1622,34.1,3,0,0,0,0,0,0,0.2974965213662232,0.13104772909349868,0.4642012420342493,-0.5905255428838055,-1.6487692561350753,9.599999999999966,5.792250497434287,1.031936127744511,False,True,False
7091,M21950,300.6,310.2,1478,40.1,5,0,0,0,0,0,0,0.2974965213662232,0.13104772909349868,-0.3389932592199809,0.011344242335067745,-1.6173494648775346,9.599999999999966,6.206702272489266,1.031936127744511,False,False,True
7092,L54271,300.6,310.2,1318,51.0,8,0,0,0,0,0,0,0.2974965213662232,0.13104772909349868,-1.2314315939469034,1.1047410188160207,-1.5702197779912235,9.599999999999966,7.039271127866792,1.031936127744511,False,True,False
7093,L54272,300.7,310.2,1493,35.9,10,0,0,0,0,0,0,0.3474900551296647,0.13104772909349868,-0.255327165339332,-0.4099646073181438,-1.5387999867336828,9.5,5.613017069850246,1.0315929497838376,False,True,False
7094,H36507,300.7,310.3,1369,50.7,12,0,0,0,0,0,0,0.3474900551296647,0.19844524457052912,-0.9469668747526969,1.0746475295550773,-1.507380195476142,9.600000000000023,7.268645931511153,1.0319255071499835,True,False,False
7095,L54274,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,0.2974965213662232,0.13104772909349868,-0.5119031865733221,0.5931517013799783,-1.4288307173322905,9.599999999999966,6.9554194156456175,1.031936127744511,False,True,False
7096,L54275,300.6,310.1,1485,49.9,19,0,0,0,0,0,0,0.2974965213662232,0.06365021361650658,-0.2999490820756781,0.9943982248592271,-1.3974109260747498,9.5,7.760131950989632,1.0316034597471724,False,True,False
7097,L54276,300.6,310.2,1489,47.8,21,0,0,0,0,0,0,0.2974965213662232,0.13104772909349868,-0.277638123707505,0.7837438000326213,-1.3659911348172091,9.599999999999966,7.4535762907110685,1.031936127744511,False,True,False
7098,M21957,300.6,310.2,1233,52.3,23,0,0,0,0,0,0,0.2974965213662232,0.13104772909349868,-1.705539459270581,1.2351461389467764,-1.3345713435596684,9.599999999999966,6.753157398680489,1.031936127744511,False,False,True
7099,L54278,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,0.3474900551296647,0.13104772909349868,0.5757560338751146,-0.7409929891885239,-1.2874416566733575,9.5,5.605738820818934,1.0315929497838376,False,True,False
7100,M21959,300.7,310.2,1373,44.1,28,0,0,0,0,0,0,0.3474900551296647,0.13104772909349868,-0.9246559163845238,0.4125907658143166,-1.2560218654158168,9.5,6.340904806786051,1.0315929497838376,False,False,True
7101,L54280,300.7,310.2,1569,32.8,31,0,0,0,0,0,0,0.3474900551296647,0.13104772909349868,0.16858104365595622,-0.7209306630145619,-1.208892178529506,9.5,5.389381087024819,1.0315929497838376,False,True,False
7102,L54281,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,0.39748358889313457,0.13104772909349868,1.7359258690201138,-1.7240469717126836,-1.1774723872719652,9.399999999999977,4.4172164624568016,1.03125,False,True,False
7103,M21962,300.8,310.3,1494,42.2,35,0,0,0,0,0,0,0.39748358889313457,0.19844524457052912,-0.2497494257472887,0.22199866716167355,-1.1460525960144246,9.5,6.602450518378888,1.0315824468085106,False,False,True
