UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_step,window_id
7435,L54614,L,300.0,311.4,1508,38.2,18,0,0,0,0,0,0,9,1485
7431,M22290,M,300.0,311.4,1384,46.1,7,0,0,0,0,0,0,0,1486
7432,M22291,M,300.0,311.4,1352,61.8,10,0,0,0,0,0,0,1,1486
7433,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,2,1486
7434,M22293,M,300.1,311.4,1913,21.9,15,0,0,0,0,0,0,3,1486
7435,L54614,L,300.0,311.4,1508,38.2,18,0,0,0,0,0,0,4,1486
7436,L54615,L,299.9,311.3,1504,40.7,20,0,0,0,0,0,0,5,1486
7437,L54616,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,6,1486
7438,L54617,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0,7,1486
7439,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0,0,8,1486
7440,L54619,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0,9,1486
7436,L54615,L,299.9,311.3,1504,40.7,20,0,0,0,0,0,0,0,1487
7437,L54616,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,1,1487
7438,L54617,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0,2,1487
7439,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0,0,3,1487
7440,L54619,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0,4,1487
7441,L54620,L,300.0,311.4,1655,29.6,30,0,0,0,0,0,0,5,1487
7442,M22301,M,299.9,311.4,1337,54.8,32,0,0,0,0,0,0,6,1487
7443,L54622,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0,7,1487
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0,8,1487
7445,L54624,L,300.2,311.7,1286,55.1,42,0,0,0,0,0,0,9,1487
7441,L54620,L,300.0,311.4,1655,29.6,30,0,0,0,0,0,0,0,1488
7442,M22301,M,299.9,311.4,1337,54.8,32,0,0,0,0,0,0,1,1488
7443,L54622,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0,2,1488
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0,3,1488
7445,L54624,L,300.2,311.7,1286,55.1,42,0,0,0,0,0,0,4,1488
7446,L54625,L,300.2,311.7,1553,41.3,44,0,0,0,0,0,0,5,1488
7447,L54626,L,300.2,311.8,1379,51.0,46,0,0,0,0,0,0,6,1488
7448,M22307,M,300.3,311.9,1677,30.8,48,0,0,0,0,0,0,7,1488
7449,L54628,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,0,8,1488
7450,L54629,L,300.3,311.8,1418,45.9,53,0,0,0,0,0,0,9,1488
7446,L54625,L,300.2,311.7,1553,41.3,44,0,0,0,0,0,0,0,1489
7447,L54626,L,300.2,311.8,1379,51.0,46,0,0,0,0,0,0,1,1489
7448,M22307,M,300.3,311.9,1677,30.8,48,0,0,0,0,0,0,2,1489
7449,L54628,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,0,3,1489
7450,L54629,L,300.3,311.8,1418,45.9,53,0,0,0,0,0,0,4,1489
7451,L54630,L,300.3,311.8,1451,41.0,55,0,0,0,0,0,0,5,1489
7452,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0,6,1489
7453,L54632,L,300.3,311.7,1579,33.6,59,0,0,0,0,0,0,7,1489
7454,H36867,H,300.3,311.7,1432,47.7,61,0,0,0,0,0,0,8,1489
7455,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0,0,9,1489
7451,L54630,L,300.3,311.8,1451,41.0,55,0,0,0,0,0,0,0,1490
7452,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0,1,1490
7453,L54632,L,300.3,311.7,1579,33.6,59,0,0,0,0,0,0,2,1490
7454,H36867,H,300.3,311.7,1432,47.7,61,0,0,0,0,0,0,3,1490
7455,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0,0,4,1490
7456,M22315,M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0,5,1490
7457,M22316,M,300.2,311.7,1397,50.2,71,0,0,0,0,0,0,6,1490
7458,L54637,L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0,7,1490
7459,M22318,M,300.1,311.6,1433,51.4,76,0,0,0,0,0,0,8,1490
7460,L54639,L,300.0,311.5,1591,32.0,79,0,0,0,0,0,0,9,1490
7456,M22315,M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0,0,1491
7457,M22316,M,300.2,311.7,1397,50.2,71,0,0,0,0,0,0,1,1491
7458,L54637,L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0,2,1491
7459,M22318,M,300.1,311.6,1433,51.4,76,0,0,0,0,0,0,3,1491
7460,L54639,L,300.0,311.5,1591,32.0,79,0,0,0,0,0,0,4,1491
7461,L54640,L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0,5,1491
7462,L54641,L,300.0,311.5,1749,28.3,83,0,0,0,0,0,0,6,1491
7463,L54642,L,300.0,311.3,1703,30.4,85,0,0,0,0,0,0,7,1491
7464,H36877,H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0,8,1491
7465,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0,9,1491
7461,L54640,L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0,0,1492
7462,L54641,L,300.0,311.5,1749,28.3,83,0,0,0,0,0,0,1,1492
7463,L54642,L,300.0,311.3,1703,30.4,85,0,0,0,0,0,0,2,1492
7464,H36877,H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0,3,1492
7465,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0,4,1492
7466,M22325,M,300.1,311.4,1390,52.1,94,0,0,0,0,0,0,5,1492
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0,6,1492
7468,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0,7,1492
7469,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0,8,1492
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0,9,1492
7466,M22325,M,300.1,311.4,1390,52.1,94,0,0,0,0,0,0,0,1493
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0,1,1493
7468,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0,2,1493
7469,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0,3,1493
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0,4,1493
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0,5,1493
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,6,1493
7473,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0,7,1493
7474,M22333,M,300.3,311.6,1304,62.8,118,0,0,0,0,0,0,8,1493
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0,9,1493
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0,0,1494
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,1,1494
7473,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0,2,1494
7474,M22333,M,300.3,311.6,1304,62.8,118,0,0,0,0,0,0,3,1494
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0,4,1494
7476,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0,5,1494
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0,6,1494
7478,M22337,M,300.1,311.3,1518,40.2,130,0,0,0,0,0,0,7,1494
7479,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0,8,1494
7480,M22339,M,300.1,311.3,1523,34.1,135,0,0,0,0,0,0,9,1494
7476,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0,0,1495
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0,1,1495
7478,M22337,M,300.1,311.3,1518,40.2,130,0,0,0,0,0,0,2,1495
7479,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0,3,1495
7480,M22339,M,300.1,311.3,1523,34.1,135,0,0,0,0,0,0,4,1495
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,5,1495
7482,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,6,1495
7483,M22342,M,300.2,311.6,1510,47.5,146,0,0,0,0,0,0,7,1495
7484,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0,8,1495
7485,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,9,1495
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,0,1496
7482,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,1,1496
7483,M22342,M,300.2,311.6,1510,47.5,146,0,0,0,0,0,0,2,1496
7484,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0,3,1496
7485,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,4,1496
7486,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,5,1496
7487,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0,6,1496
7488,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0,7,1496
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,8,1496
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,9,1496
7486,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,0,1497
7487,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0,1,1497
7488,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0,2,1497
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,3,1497
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,4,1497
7491,M22350,M,300.4,311.8,1707,30.0,165,0,0,0,0,0,0,5,1497
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0,6,1497
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,7,1497
7494,L54673,L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0,8,1497
7495,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0,9,1497
7491,M22350,M,300.4,311.8,1707,30.0,165,0,0,0,0,0,0,0,1498
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0,1,1498
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,2,1498
7494,L54673,L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0,3,1498
7495,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0,4,1498
7496,L54675,L,300.3,311.9,1609,34.0,177,0,0,0,0,0,0,5,1498
7497,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0,6,1498
7498,M22357,M,300.3,311.8,1483,45.1,181,0,0,0,0,0,0,7,1498
7499,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,8,1498
7500,L54679,L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0,9,1498
7496,L54675,L,300.3,311.9,1609,34.0,177,0,0,0,0,0,0,0,1499
7497,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0,1,1499
7498,M22357,M,300.3,311.8,1483,45.1,181,0,0,0,0,0,0,2,1499
7499,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,3,1499
7500,L54679,L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0,4,1499
7501,L54680,L,300.2,311.8,1410,51.4,189,0,0,0,0,0,0,5,1499
7502,L54681,L,300.2,311.7,1640,30.8,191,0,0,0,0,0,0,6,1499
7503,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,7,1499
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,8,1499
7505,L54684,L,300.4,311.8,1589,42.0,201,0,0,0,0,0,0,9,1499
7501,L54680,L,300.2,311.8,1410,51.4,189,0,0,0,0,0,0,0,1500
7502,L54681,L,300.2,311.7,1640,30.8,191,0,0,0,0,0,0,1,1500
7503,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,2,1500
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,3,1500
7505,L54684,L,300.4,311.8,1589,42.0,201,0,0,0,0,0,0,4,1500
7506,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,5,1500
7507,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0,6,1500
7508,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,7,1500
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,8,1500
7510,L54689,L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0,9,1500
7506,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,0,1501
7507,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0,1,1501
7508,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,2,1501
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,3,1501
7510,L54689,L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0,4,1501
7511,L54690,L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0,5,1501
7512,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0,6,1501
7513,M22372,M,300.5,311.8,1636,34.4,2,0,0,0,0,0,0,7,1501
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0,8,1501
7515,L54694,L,300.4,311.8,1636,32.3,7,0,0,0,0,0,0,9,1501
7511,L54690,L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0,0,1502
7512,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0,1,1502
7513,M22372,M,300.5,311.8,1636,34.4,2,0,0,0,0,0,0,2,1502
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0,3,1502
7515,L54694,L,300.4,311.8,1636,32.3,7,0,0,0,0,0,0,4,1502
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0,5,1502
7517,M22376,M,300.3,311.7,1236,57.5,12,0,0,0,0,0,0,6,1502
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,7,1502
7519,L54698,L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0,8,1502
7520,L54699,L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0,9,1502
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0,0,1503
7517,M22376,M,300.3,311.7,1236,57.5,12,0,0,0,0,0,0,1,1503
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,2,1503
7519,L54698,L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0,3,1503
7520,L54699,L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0,4,1503
7521,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0,5,1503
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0,6,1503
7523,L54702,L,300.1,311.5,1334,54.0,26,0,0,0,0,0,0,7,1503
7524,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0,8,1503
7525,L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0,9,1503
7521,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0,0,1504
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0,1,1504
7523,L54702,L,300.1,311.5,1334,54.0,26,0,0,0,0,0,0,2,1504
7524,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0,3,1504
7525,L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0,4,1504
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0,5,1504
7527,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0,6,1504
7528,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0,7,1504
7529,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0,8,1504
7530,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,9,1504
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0,0,1505
7527,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0,1,1505
7528,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0,2,1505
7529,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0,3,1505
7530,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,4,1505
7531,M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0,5,1505
7532,H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0,6,1505
7533,M22392,M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0,7,1505
7534,L54713,L,300.0,311.2,1504,37.9,58,0,0,0,0,0,0,8,1505
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0,9,1505
7531,M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0,0,1506
7532,H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0,1,1506
7533,M22392,M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0,2,1506
7534,L54713,L,300.0,311.2,1504,37.9,58,0,0,0,0,0,0,3,1506
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0,4,1506
7536,L54715,L,300.0,311.2,1629,31.7,62,0,0,0,0,0,0,5,1506
7537,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0,6,1506
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,7,1506
7539,M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0,8,1506
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0,9,1506
7536,L54715,L,300.0,311.2,1629,31.7,62,0,0,0,0,0,0,0,1507
7537,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0,1,1507
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,2,1507
7539,M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0,3,1507
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0,4,1507
7541,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0,5,1507
7542,M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0,6,1507
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,7,1507
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0,8,1507
7545,L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0,9,1507
7541,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0,0,1508
7542,M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0,1,1508
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,2,1508
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0,3,1508
7545,L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0,4,1508
7546,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,5,1508
7547,H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0,6,1508
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0,7,1508
7549,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,8,1508
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0,9,1508
7546,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,0,1509
7547,H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0,1,1509
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0,2,1509
7549,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,3,1509
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0,4,1509
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,5,1509
7552,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0,6,1509
7553,L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0,7,1509
7554,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0,8,1509
7555,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0,9,1509
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,0,1510
7552,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0,1,1510
7553,L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0,2,1510
7554,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0,3,1510
7555,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0,4,1510
7556,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0,5,1510
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,6,1510
7558,M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0,7,1510
7559,M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0,8,1510
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,9,1510
7556,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0,0,1511
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,1,1511
7558,M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0,2,1511
7559,M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0,3,1511
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,4,1511
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,5,1511
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0,6,1511
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0,7,1511
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0,8,1511
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,9,1511
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,0,1512
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0,1,1512
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0,2,1512
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0,3,1512
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,4,1512
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0,5,1512
7567,L54746,L,300.3,311.0,1613,34.7,142,0,0,0,0,0,0,6,1512
7568,M22427,M,300.2,311.0,2370,14.7,144,0,0,0,0,0,0,7,1512
7569,L54748,L,300.2,311.0,1627,33.7,147,0,0,0,0,0,0,8,1512
7570,L54749,L,300.2,311.0,1255,71.8,149,1,0,0,1,0,0,9,1512
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0,0,1513
7567,L54746,L,300.3,311.0,1613,34.7,142,0,0,0,0,0,0,1,1513
7568,M22427,M,300.2,311.0,2370,14.7,144,0,0,0,0,0,0,2,1513
7569,L54748,L,300.2,311.0,1627,33.7,147,0,0,0,0,0,0,3,1513
7570,L54749,L,300.2,311.0,1255,71.8,149,1,0,0,1,0,0,4,1513
7571,H36984,H,300.2,311.0,1777,27.5,151,0,0,0,0,0,0,5,1513
7572,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0,6,1513
7573,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0,7,1513
7574,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0,8,1513
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,9,1513
7571,H36984,H,300.2,311.0,1777,27.5,151,0,0,0,0,0,0,0,1514
7572,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0,1,1514
7573,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0,2,1514
7574,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0,3,1514
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,4,1514
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,5,1514
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,6,1514
7578,L54757,L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0,7,1514
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,8,1514
7580,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0,9,1514
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,0,1515
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,1,1515
7578,L54757,L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0,2,1515
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,3,1515
7580,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0,4,1515
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,5,1515
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0,6,1515
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0,7,1515
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0,8,1515
7585,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0,9,1515
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,0,1516
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0,1,1516
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0,2,1516
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0,3,1516
7585,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0,4,1516
7586,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,5,1516
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,6,1516
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,7,1516
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,8,1516
7590,L54769,L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0,9,1516
7586,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,0,1517
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,1,1517
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,2,1517
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,3,1517
7590,L54769,L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0,4,1517
7591,M22450,M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,5,1517
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,6,1517
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0,7,1517
7594,L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0,8,1517
7595,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,9,1517
7591,M22450,M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,0,1518
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,1,1518
